TABLE_CATALOG,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,ORDINAL_POSITION,DATA_TYPE
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_acc_ind,61,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_nzsuper_ind,62,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_othsuper_ind,63,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_unemp_ind,64,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_sickness_ind,65,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_jobseek_ind,66,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_domestic_ind,67,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_soleparent_ind,68,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_invalid_ind,69,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_supplive_ind,70,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_stdntallow_ind,71,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_othbenefit_ind,72,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_othsrc_ind,73,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_noincome_ind,74,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_dontknow_ind,75,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_refuse_ind,76,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_total_amt,77,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_house_trust,78,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_house_own,79,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_house_trust_pay_mort_code,80,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_house_pay_mort_code,81,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_house_who_owns_code,82,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_house_pay_rent_code,83,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_people_in_house_nbr,84,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_15_plus_nbr,85,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_sex_dev,86,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_age_dev,87,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_person_income_amt_code,88,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_nucleus_nbr,89,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_withpartner_ind,90,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_parentrole_ind,91,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_partner_nbr,92,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_noflag_nbr,93,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_indepchild_nbr,94,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_depchild_nbr,95,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_childdep_nk_nbr,96,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_child_nbr,97,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_num_infamnuc_nbr,98,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_nuc_yn_ind,99,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_depstat_code,100,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_childrole_ind,101,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_child_emp_stat_dev,102,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_european_dev,103,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_maori_dev,104,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_pacific_dev,105,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_asian_dev,106,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_melaa_dev,107,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_other_dev,108,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_notstated_dev,109,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_under_15_dev,110,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_fam_type_dev,111,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_size_dev,112,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_dep_child_dev,113,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_tenure_dev,114,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_comp_dev,115,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_inc1_dev,116,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_inc2_dev,117,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_crowd_dev,118,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_age_dep_child_dev,119,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_age_dep_childyg_dev,120,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_marital_status_dev,121,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_wages_dev,122,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_selfemp_dev,123,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_interest_dev,124,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_acc_dev,125,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_nzsuper_dev,126,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_othsuper_dev,127,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_unemp_dev,128,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_sickness_dev,129,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_jobseek_dev,130,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_domestic_dev,131,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_soleparent_dev,132,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_invalid_dev,133,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_supplive_dev,134,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_stdntallow_dev,135,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_othbenefit_dev,136,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_othsrc_dev,137,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_noincome_dev,138,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_income_src_notstated_dev,139,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_meshblock11_dev,140,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_meshblock15_dev,141,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_regcouncil_dev,142,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_nzdep_dev,143,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_region_dev,144,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_local_auth_code,145,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_eth_sc_dev,146,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_imputation_incl_ind,147,varchar
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_interview_date,148,date
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_respondent,149,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_chosen_person,150,tinyint
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_SeInWgt_nbr,151,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_RespWgt_nbr,152,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt_nbr,153,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt1_nbr,154,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt2_nbr,155,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt3_nbr,156,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt4_nbr,157,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt5_nbr,158,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt6_nbr,159,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt7_nbr,160,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt8_nbr,161,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt9_nbr,162,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt10_nbr,163,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt11_nbr,164,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt12_nbr,165,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt13_nbr,166,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt14_nbr,167,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt15_nbr,168,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt16_nbr,169,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt17_nbr,170,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt18_nbr,171,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt19_nbr,172,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt20_nbr,173,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt21_nbr,174,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt22_nbr,175,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt23_nbr,176,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt24_nbr,177,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt25_nbr,178,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt26_nbr,179,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt27_nbr,180,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt28_nbr,181,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt29_nbr,182,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt30_nbr,183,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt31_nbr,184,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt32_nbr,185,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt33_nbr,186,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt34_nbr,187,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt35_nbr,188,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt36_nbr,189,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt37_nbr,190,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt38_nbr,191,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt39_nbr,192,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt40_nbr,193,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt41_nbr,194,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt42_nbr,195,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt43_nbr,196,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt44_nbr,197,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt45_nbr,198,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt46_nbr,199,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt47_nbr,200,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt48_nbr,201,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt49_nbr,202,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt50_nbr,203,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt51_nbr,204,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt52_nbr,205,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt53_nbr,206,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt54_nbr,207,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt55_nbr,208,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt56_nbr,209,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt57_nbr,210,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt58_nbr,211,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt59_nbr,212,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt60_nbr,213,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt61_nbr,214,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt62_nbr,215,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt63_nbr,216,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt64_nbr,217,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt65_nbr,218,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt66_nbr,219,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt67_nbr,220,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt68_nbr,221,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt69_nbr,222,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt70_nbr,223,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt71_nbr,224,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt72_nbr,225,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt73_nbr,226,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt74_nbr,227,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt75_nbr,228,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt76_nbr,229,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt77_nbr,230,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt78_nbr,231,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt79_nbr,232,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt80_nbr,233,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt81_nbr,234,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt82_nbr,235,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt83_nbr,236,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt84_nbr,237,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt85_nbr,238,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt86_nbr,239,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt87_nbr,240,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt88_nbr,241,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt89_nbr,242,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt90_nbr,243,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt91_nbr,244,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt92_nbr,245,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt93_nbr,246,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt94_nbr,247,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt95_nbr,248,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt96_nbr,249,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt97_nbr,250,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt98_nbr,251,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt99_nbr,252,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_household_FinalWgt100_nbr,253,float
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_ethnic_grp1_snz_ind,254,bit
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_ethnic_grp2_snz_ind,255,bit
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_ethnic_grp3_snz_ind,256,bit
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_ethnic_grp4_snz_ind,257,bit
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_ethnic_grp5_snz_ind,258,bit
IDI_Clean_20190420,gss_clean,gss_household,gss_hq_ethnic_grp6_snz_ind,259,bit
IDI_Clean_20190420,gss_clean,gss_household_2008,snz_uid,1,int
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_collection_code,2,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,snz_gss_hhld_uid,3,int
IDI_Clean_20190420,gss_clean,gss_household_2008,snz_gss_uid,4,int
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_Period_start_date,5,date
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_edited_ind,6,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_imputed_ind_hq,7,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_imputed_ind_pq,8,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_case_contact_visits,9,tinyint
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_case_interview_time,10,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_case_non_contact_visits,11,tinyint
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT2Q01_coded_R1,12,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT2Q01_coded_R2,13,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT2Q01_coded_R3,14,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT2Q01_coded_R4,15,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT2Q01_coded_R5,16,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT2Q01_coded_R6,17,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_hq_response_status_code,18,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_imputation_included_ind,19,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_interview_end_date,20,datetime
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_interview_start_date,21,datetime
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_pq_response_status_code,22,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_reg_council_08_code,23,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_rep_group_nbr,24,tinyint
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ01,25,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_11,26,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_12,27,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_13,28,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_14,29,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_15,30,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_16,31,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_17,32,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_18,33,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_19,34,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_20,35,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_21,36,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_22,37,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_23,38,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_24,39,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_25,40,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_26,41,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_27,42,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_28,43,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_29,44,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_30,45,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ02_55,46,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q01,47,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q02,48,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_birth_month_nbr,49,tinyint
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_birth_year_nbr,50,smallint
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q04,51,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q05,52,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q06,53,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_11,54,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_12,55,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_13,56,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_14,57,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_15,58,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_16,59,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_17,60,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_18,61,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_19,62,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_88,63,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQS1Q08_99,64,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ03,65,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_11,66,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_12,67,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_13,68,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_14,69,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_15,70,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_16,71,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_17,72,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_18,73,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_19,74,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_20,75,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_21,76,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_22,77,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_23,78,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_24,79,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_25,80,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_26,81,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_27,82,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_28,83,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_29,84,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_30,85,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQ04_55,86,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_11,87,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_12,88,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_13,89,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_14,90,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_15,91,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_16,92,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_17,93,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_18,94,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_19,95,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_20,96,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_21,97,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_22,98,varchar
IDI_Clean_20190420,gss_clean,gss_household_2008,gss_hq_CORHQT3_88,99,varchar
