"snz_uid","srp_ref_date","srp_flag_ir_ind","srp_flag_ed_ind","srp_flag_health_ind","srp_flag_acc_ind","srp_flag_under5_ind"
5003179,2002-06-30,0,1,1,0,0
1119183,2002-06-30,0,1,0,0,0
2705192,2002-06-30,1,0,0,0,0
4140208,2002-06-30,1,0,0,0,0
7285864,2002-06-30,0,0,1,0,0
6505982,2002-06-30,1,1,1,0,0
8790405,2002-06-30,0,0,1,1,0
572082,2002-06-30,0,1,1,0,0
9486058,2002-06-30,1,1,1,0,0
8508398,2002-06-30,0,1,0,0,0
7147327,2002-06-30,1,0,1,0,0
6066658,2002-06-30,1,1,1,0,0
2529731,2002-06-30,1,0,1,0,0
518903,2002-06-30,1,1,1,0,1
5596693,2002-06-30,1,0,0,0,0
3394109,2002-06-30,0,1,1,0,0
9968767,2002-06-30,1,0,1,0,0
822064,2002-06-30,0,0,0,0,0
3657904,2002-06-30,1,0,1,0,0
5616781,2002-06-30,1,1,0,0,0
6508556,2002-06-30,1,1,0,0,0
2377699,2002-06-30,1,1,0,0,0
1706796,2002-06-30,1,0,1,0,1
9014911,2002-06-30,0,0,0,0,0
4332004,2002-06-30,0,0,1,0,0
7422386,2002-06-30,1,0,1,1,0
4983057,2002-06-30,1,1,1,0,0
2335899,2002-06-30,0,0,1,0,0
3691110,2002-06-30,1,0,1,1,0
1032146,2002-06-30,0,0,0,0,0
6255938,2002-06-30,0,0,0,1,1
5151062,2002-06-30,0,1,1,0,0
6226337,2002-06-30,1,0,0,0,0
9796130,2002-06-30,1,0,1,1,0
5820658,2002-06-30,1,0,1,0,0
4485160,2002-06-30,1,1,1,0,0
2044051,2002-06-30,1,0,0,0,0
3583490,2002-06-30,1,0,0,0,0
8151291,2002-06-30,1,1,0,0,0
8307324,2002-06-30,1,0,0,0,0
890113,2002-06-30,1,0,1,0,0
7139105,2002-06-30,1,1,0,0,0
877075,2002-06-30,1,0,0,0,0
3919030,2002-06-30,1,0,0,0,1
5186463,2002-06-30,0,0,0,1,0
4067629,2002-06-30,0,1,1,0,0
5439556,2002-06-30,1,0,1,1,0
2976700,2002-06-30,1,0,1,1,0
513294,2002-06-30,1,0,0,0,0
7734103,2002-06-30,0,0,1,0,0
6451303,2002-06-30,0,0,1,1,0
2898283,2002-06-30,1,0,1,0,0
9438170,2002-06-30,1,0,1,0,0
3174187,2002-06-30,0,0,0,0,0
6074944,2002-06-30,0,0,1,0,0
3393130,2002-06-30,1,1,0,1,0
2312035,2002-06-30,1,0,1,1,0
9790895,2002-06-30,0,0,1,1,0
9591861,2002-06-30,0,0,0,0,0
9793397,2002-06-30,0,0,0,1,0
3349282,2002-06-30,1,1,1,0,0
1271058,2002-06-30,1,0,1,0,0
9242240,2002-06-30,1,1,1,0,0
6550009,2002-06-30,1,0,1,0,0
1886503,2002-06-30,1,1,1,0,0
8931766,2002-06-30,1,1,1,1,0
1591634,2002-06-30,1,0,1,0,0
4950625,2002-06-30,1,1,0,0,0
5707190,2002-06-30,1,0,1,0,0
9101401,2002-06-30,1,0,1,0,1
6858618,2002-06-30,1,0,1,0,0
8984107,2002-06-30,0,0,1,0,0
8409277,2002-06-30,0,0,1,1,0
782404,2002-06-30,0,1,1,1,0
7721796,2002-06-30,1,0,1,1,0
9629683,2002-06-30,0,1,0,0,0
6258515,2002-06-30,1,0,1,0,0
3276379,2002-06-30,0,0,1,0,0
6119082,2002-06-30,0,1,1,0,0
4915602,2002-06-30,0,0,1,0,0
4907540,2002-06-30,1,0,1,0,0
341416,2002-06-30,0,0,0,0,0
7814273,2002-06-30,1,0,1,0,0
5985848,2002-06-30,0,1,1,0,1
2732407,2002-06-30,1,1,0,0,1
212797,2002-06-30,1,0,1,1,0
9502218,2002-06-30,1,1,1,1,0
4775828,2002-06-30,0,0,1,1,0
6070605,2002-06-30,0,1,1,0,0
2479745,2002-06-30,0,1,1,1,0
4676724,2002-06-30,1,0,1,1,0
8839462,2002-06-30,1,0,0,0,0
6386664,2002-06-30,0,1,1,0,0
3179541,2002-06-30,1,1,1,1,0
2727468,2002-06-30,1,0,0,0,0
6828736,2002-06-30,0,0,1,0,0
8994964,2002-06-30,0,0,0,0,0
9812751,2002-06-30,1,0,1,0,0
670069,2002-06-30,1,0,1,0,0
7324564,2002-06-30,0,0,0,0,0
7154189,2002-06-30,0,1,1,0,0
8389381,2002-06-30,1,1,1,0,0
8109684,2002-06-30,0,1,0,0,0
4020957,2002-06-30,0,0,0,0,0
8079447,2002-06-30,0,0,1,1,0
9517226,2002-06-30,1,0,1,0,0
5899946,2002-06-30,0,0,1,1,0
1718338,2002-06-30,1,1,1,0,0
2688686,2002-06-30,0,1,0,0,0
6259797,2002-06-30,1,0,0,1,0
2567858,2002-06-30,1,0,1,0,0
5944468,2002-06-30,0,1,0,0,0
5832575,2002-06-30,1,0,0,0,0
5036044,2002-06-30,0,0,0,0,0
4901660,2002-06-30,1,0,1,0,0
4999370,2002-06-30,1,0,1,0,0
8657962,2002-06-30,0,0,1,0,0
611465,2002-06-30,1,1,0,1,0
3504056,2002-06-30,1,0,0,0,0
9611223,2002-06-30,0,0,1,0,0
2481827,2002-06-30,1,0,0,0,0
2350363,2002-06-30,1,0,1,0,0
3219623,2002-06-30,1,1,1,0,0
3012095,2002-06-30,1,0,0,0,0
4759394,2002-06-30,1,0,0,0,0
5329851,2002-06-30,0,0,0,1,0
4715178,2002-06-30,0,0,0,0,0
4766531,2002-06-30,1,0,0,0,0
7398831,2002-06-30,1,1,1,1,0
6394541,2002-06-30,1,0,0,0,0
9564635,2002-06-30,1,0,0,1,0
221450,2002-06-30,0,1,0,0,0
2992316,2002-06-30,0,1,0,0,0
5797748,2002-06-30,0,0,0,0,0
7984329,2002-06-30,0,0,1,0,0
9633103,2002-06-30,1,0,0,0,0
2129662,2002-06-30,1,0,0,0,0
4073054,2002-06-30,1,1,0,0,1
9956043,2002-06-30,0,0,1,0,0
6019211,2002-06-30,1,0,0,0,0
9512110,2002-06-30,0,1,0,0,0
8497891,2002-06-30,1,1,0,0,0
9262309,2002-06-30,1,0,0,0,0
3943981,2002-06-30,1,0,1,0,0
8058584,2002-06-30,0,0,1,0,0
3745836,2002-06-30,1,0,1,1,0
6948953,2002-06-30,1,1,0,0,0
9290575,2002-06-30,1,0,0,0,0
2238678,2002-06-30,1,1,0,0,0
6456042,2002-06-30,1,0,1,0,0
6864752,2002-06-30,0,0,1,1,0
6480336,2002-06-30,1,0,0,0,0
4819759,2002-06-30,1,0,0,0,0
8908412,2002-06-30,1,0,0,0,0
9764020,2002-06-30,0,1,1,0,0
4227130,2002-06-30,1,1,1,0,0
4057261,2002-06-30,0,1,1,0,0
9867634,2002-06-30,1,0,0,0,0
314414,2002-06-30,1,1,1,0,0
4005543,2002-06-30,0,0,0,0,0
5434451,2002-06-30,1,1,0,0,0
9074314,2002-06-30,1,0,0,0,0
1854014,2002-06-30,1,1,1,0,0
1807250,2002-06-30,1,1,0,0,0
7789918,2002-06-30,0,1,0,0,0
5994404,2002-06-30,0,1,0,1,0
91921,2002-06-30,0,1,0,0,0
2155706,2002-06-30,1,0,1,0,0
2383642,2002-06-30,0,0,0,0,0
4089888,2002-06-30,1,1,0,0,0
902384,2002-06-30,0,0,1,0,0
5895472,2002-06-30,1,0,0,0,0
5091883,2002-06-30,0,1,1,0,0
8866034,2002-06-30,1,0,1,0,0
5282175,2002-06-30,1,0,0,1,0
679467,2002-06-30,1,0,0,1,0
7430769,2002-06-30,0,1,0,1,0
2175174,2002-06-30,1,0,0,0,0
5248066,2002-06-30,0,0,1,1,0
7735283,2002-06-30,1,1,0,0,0
2314177,2002-06-30,1,1,0,1,0
1812890,2002-06-30,1,0,1,0,0
4478197,2002-06-30,1,1,0,0,0
4912064,2002-06-30,0,0,0,0,0
74928,2002-06-30,1,0,1,1,0
5461174,2002-06-30,1,0,1,0,0
1992377,2002-06-30,1,0,0,0,0
5553343,2002-06-30,1,0,0,0,0
1071015,2002-06-30,1,0,0,0,0
1092647,2002-06-30,1,0,1,0,0
9170136,2002-06-30,1,0,0,0,0
140184,2002-06-30,1,1,0,0,0
8611197,2002-06-30,1,1,1,1,0
9339708,2002-06-30,0,1,0,0,0
8312424,2002-06-30,1,1,1,0,0
6398983,2002-06-30,1,1,1,0,0
3977334,2002-06-30,0,0,1,0,0
2328109,2002-06-30,1,0,0,0,0
2726825,2002-06-30,1,1,1,0,0
5544065,2002-06-30,0,1,1,1,0
5466041,2002-06-30,1,0,1,0,0
149840,2002-06-30,1,0,0,0,0
2051650,2002-06-30,1,1,1,0,0
6715448,2002-06-30,1,0,1,0,0
1123757,2002-06-30,1,0,0,0,0
1053067,2002-06-30,0,0,0,0,0
3180980,2002-06-30,1,0,0,0,1
761932,2002-06-30,1,0,0,1,0
1712294,2002-06-30,0,0,0,0,0
6454472,2002-06-30,0,0,1,0,0
402957,2003-06-30,1,1,1,0,0
4933282,2003-06-30,1,1,1,0,0
6344796,2003-06-30,1,1,0,0,0
5927164,2003-06-30,1,1,0,0,0
4462681,2003-06-30,1,0,1,0,0
8291158,2003-06-30,1,0,1,0,0
7294337,2003-06-30,1,1,0,0,0
9895001,2003-06-30,0,0,1,0,0
5550344,2003-06-30,1,0,0,1,0
8905878,2003-06-30,1,1,1,1,0
6408621,2003-06-30,0,0,0,0,0
3478534,2003-06-30,0,0,0,1,0
5128059,2003-06-30,1,0,0,0,0
7365690,2003-06-30,1,1,0,0,0
9853693,2003-06-30,1,0,0,0,0
1351322,2003-06-30,1,0,1,0,1
5391420,2003-06-30,1,0,1,0,0
2522009,2003-06-30,1,0,1,1,0
1963713,2003-06-30,0,1,0,0,0
3492398,2003-06-30,0,0,0,0,0
5008913,2003-06-30,1,1,1,0,0
2160779,2003-06-30,1,1,0,0,0
419818,2003-06-30,1,0,1,0,0
1661262,2003-06-30,1,0,1,0,0
3351421,2003-06-30,1,0,1,0,0
5950692,2003-06-30,1,0,0,0,0
5274496,2003-06-30,0,0,0,0,0
9456675,2003-06-30,1,0,0,0,0
9636102,2003-06-30,0,0,1,0,0
3472587,2003-06-30,1,0,1,1,0
5191238,2003-06-30,1,1,0,0,0
2313278,2003-06-30,1,1,0,0,0
2532688,2003-06-30,1,0,0,0,0
2138294,2003-06-30,1,0,1,0,0
9135045,2003-06-30,0,1,0,1,0
1367348,2003-06-30,1,0,1,0,0
7678374,2003-06-30,1,0,0,0,0
7509468,2003-06-30,1,0,0,0,0
4325013,2003-06-30,1,1,0,1,0
8328413,2003-06-30,0,0,1,0,0
9317878,2003-06-30,0,1,0,0,0
3106222,2003-06-30,1,0,1,0,0
7057515,2003-06-30,1,0,0,0,0
4576429,2003-06-30,1,1,0,0,0
661466,2003-06-30,1,1,1,0,0
8717447,2003-06-30,1,0,0,0,0
1619431,2003-06-30,1,1,0,0,0
8243337,2003-06-30,1,1,0,0,0
3849005,2003-06-30,1,1,0,1,0
3806100,2003-06-30,0,0,0,0,0
5063420,2003-06-30,1,0,0,1,0
8029625,2003-06-30,1,0,1,0,0
6632588,2003-06-30,0,1,1,0,0
5073391,2003-06-30,1,0,0,0,0
1246513,2003-06-30,1,0,0,0,0
2915759,2003-06-30,1,1,1,0,0
1599678,2003-06-30,0,0,0,0,0
5263379,2003-06-30,0,1,1,0,0
8326680,2003-06-30,0,0,1,0,0
902655,2003-06-30,1,0,1,0,0
8763628,2003-06-30,0,1,0,0,0
2992291,2003-06-30,0,0,0,0,0
3990522,2003-06-30,1,0,0,0,0
1148775,2003-06-30,1,1,1,0,0
3446216,2003-06-30,0,0,1,0,0
603299,2003-06-30,1,1,1,0,0
4692239,2003-06-30,1,0,0,0,0
4585169,2003-06-30,0,1,1,0,0
3805202,2003-06-30,1,0,1,1,0
1471356,2003-06-30,1,0,0,0,0
3651221,2003-06-30,0,0,1,0,0
8102126,2003-06-30,1,1,1,0,0
4859807,2003-06-30,1,1,1,0,0
5519789,2003-06-30,1,0,1,1,0
7890645,2003-06-30,1,0,0,1,1
6382749,2003-06-30,1,0,0,0,0
825451,2003-06-30,1,0,1,0,0
121566,2003-06-30,0,0,0,0,0
1068035,2003-06-30,1,0,0,0,0
5003179,2003-06-30,1,1,0,0,0
1119183,2003-06-30,0,0,1,0,0
2705192,2003-06-30,0,0,1,0,0
4140208,2003-06-30,1,0,1,0,0
7285864,2003-06-30,1,0,0,0,0
6505982,2003-06-30,1,0,0,1,0
8790405,2003-06-30,1,0,0,0,0
572082,2003-06-30,1,0,1,0,0
9486058,2003-06-30,0,0,0,0,0
8508398,2003-06-30,1,0,0,0,0
7147327,2003-06-30,1,0,1,0,0
6066658,2003-06-30,1,0,0,0,0
2529731,2003-06-30,1,1,0,0,0
518903,2003-06-30,0,1,0,0,0
5596693,2003-06-30,1,1,0,1,0
3394109,2003-06-30,1,0,0,0,0
9968767,2003-06-30,1,0,0,0,0
3657904,2003-06-30,1,0,0,0,0
5616781,2003-06-30,0,0,0,0,0
6508556,2003-06-30,1,0,0,0,0
2377699,2003-06-30,1,0,1,0,0
1706796,2003-06-30,0,0,1,0,0
83717,2003-06-30,0,0,1,0,0
9014911,2003-06-30,1,1,0,0,0
4332004,2003-06-30,1,0,1,0,0
7422386,2003-06-30,0,0,1,0,0
4983057,2003-06-30,1,0,0,0,0
2335899,2003-06-30,1,0,0,1,0
3691110,2003-06-30,1,1,1,0,0
1032146,2003-06-30,1,1,1,0,0
6255938,2003-06-30,1,0,1,0,0
5151062,2003-06-30,1,1,0,0,0
6226337,2003-06-30,1,0,0,1,0
9796130,2003-06-30,1,1,1,0,0
5820658,2003-06-30,1,1,1,0,0
4485160,2003-06-30,1,0,1,0,0
3583490,2003-06-30,0,0,1,0,0
8151291,2003-06-30,0,0,1,0,0
8307324,2003-06-30,1,0,1,0,0
1045260,2003-06-30,0,0,0,0,1
890113,2003-06-30,0,0,0,0,0
7139105,2003-06-30,0,0,0,0,0
877075,2003-06-30,1,0,0,0,0
3919030,2003-06-30,1,0,1,0,1
5186463,2003-06-30,1,1,1,0,0
4067629,2003-06-30,0,0,0,0,0
5439556,2003-06-30,1,0,0,0,0
2976700,2003-06-30,0,0,0,0,0
513294,2003-06-30,1,1,0,0,0
7734103,2003-06-30,1,1,1,1,0
6451303,2003-06-30,1,1,1,0,0
2898283,2003-06-30,0,0,1,0,0
3174187,2003-06-30,1,1,1,0,0
6074944,2003-06-30,1,0,0,0,0
3393130,2003-06-30,1,0,1,0,0
2312035,2003-06-30,1,1,0,0,0
9790895,2003-06-30,1,1,1,0,0
9591861,2003-06-30,1,0,1,1,0
9793397,2003-06-30,0,0,0,0,0
3349282,2003-06-30,1,0,0,0,0
1271058,2003-06-30,1,0,1,1,0
9242240,2003-06-30,1,1,0,0,0
6550009,2003-06-30,1,0,1,0,0
1886503,2003-06-30,1,1,1,0,0
8931766,2003-06-30,1,0,0,0,0
1591634,2003-06-30,0,0,1,0,0
4950625,2003-06-30,1,0,1,0,0
5707190,2003-06-30,1,0,0,1,0
9101401,2003-06-30,1,1,0,0,1
6858618,2003-06-30,0,0,1,1,0
8984107,2003-06-30,1,1,0,0,0
8409277,2003-06-30,0,1,0,0,0
782404,2003-06-30,1,0,1,1,0
7721796,2003-06-30,0,1,1,0,0
9629683,2003-06-30,1,0,0,0,0
6258515,2003-06-30,1,1,0,0,0
3276379,2003-06-30,1,0,0,0,0
6119082,2003-06-30,0,0,0,0,0
4915602,2003-06-30,1,0,1,1,0
4907540,2003-06-30,1,1,1,0,0
341416,2003-06-30,1,1,0,0,0
7814273,2003-06-30,1,1,0,0,0
5985848,2003-06-30,1,1,1,1,0
2732407,2003-06-30,1,0,1,0,1
212797,2003-06-30,1,1,1,0,0
9502218,2003-06-30,0,0,1,0,0
4775828,2003-06-30,1,0,1,0,0
6070605,2003-06-30,0,1,1,0,0
2479745,2003-06-30,0,1,0,0,0
4676724,2003-06-30,1,0,0,0,0
8839462,2003-06-30,0,1,0,1,0
6386664,2003-06-30,1,1,0,0,0
3179541,2003-06-30,1,1,1,0,0
2727468,2003-06-30,0,1,1,1,0
6828736,2003-06-30,1,1,0,0,0
8994964,2003-06-30,1,0,0,1,0
9812751,2003-06-30,1,0,1,0,0
670069,2003-06-30,0,0,1,1,0
7324564,2003-06-30,1,0,0,0,0
7154189,2003-06-30,1,1,1,0,0
8389381,2003-06-30,0,0,1,0,0
8109684,2003-06-30,0,0,1,0,0
4020957,2003-06-30,1,1,1,0,0
8079447,2003-06-30,0,1,0,0,0
9517226,2003-06-30,0,0,1,0,0
5899946,2003-06-30,1,0,1,0,0
1718338,2003-06-30,1,0,0,0,0
2688686,2003-06-30,1,1,1,0,0
6259797,2003-06-30,1,0,1,1,0
2567858,2003-06-30,0,0,1,0,0
5944468,2003-06-30,1,0,0,0,0
5832575,2003-06-30,1,1,0,0,0
5036044,2003-06-30,1,0,0,0,0
4901660,2003-06-30,0,1,1,0,0
4999370,2003-06-30,1,1,0,1,0
8657962,2003-06-30,1,1,0,0,0
611465,2003-06-30,1,1,0,0,0
3504056,2003-06-30,1,1,0,0,0
9611223,2003-06-30,1,1,1,1,0
2481827,2003-06-30,1,0,0,0,0
2350363,2003-06-30,1,1,0,0,0
3219623,2003-06-30,1,0,0,0,0
3012095,2003-06-30,0,0,1,0,0
4759394,2003-06-30,1,0,0,0,0
5329851,2003-06-30,0,0,0,0,0
4715178,2003-06-30,1,0,0,1,0
6738751,2003-06-30,0,0,1,0,0
4766531,2003-06-30,1,1,0,0,0
7398831,2003-06-30,0,1,1,0,0
6394541,2003-06-30,0,0,1,0,0
9564635,2003-06-30,1,0,0,0,0
221450,2003-06-30,1,0,1,0,0
2992316,2003-06-30,1,1,0,1,0
5797748,2003-06-30,1,0,0,0,0
7984329,2003-06-30,0,0,0,1,0
9633103,2003-06-30,1,1,1,1,0
2129662,2003-06-30,1,0,1,0,0
4073054,2003-06-30,0,0,0,0,1
9956043,2003-06-30,0,1,0,1,0
6019211,2003-06-30,1,1,1,0,0
9512110,2003-06-30,0,0,0,0,0
8497891,2003-06-30,1,0,1,0,0
9262309,2003-06-30,1,1,1,0,0
3943981,2003-06-30,1,0,0,1,0
8058584,2003-06-30,1,0,0,0,0
3833985,2003-06-30,0,0,0,0,0
3745836,2003-06-30,0,1,1,1,0
6948953,2003-06-30,1,0,0,0,0
9290575,2003-06-30,0,0,0,0,0
2238678,2003-06-30,1,0,0,0,0
6456042,2003-06-30,0,0,0,0,0
6864752,2003-06-30,0,1,0,0,0
6480336,2003-06-30,1,1,0,1,0
4819759,2003-06-30,1,0,0,0,0
8908412,2003-06-30,0,0,0,0,0
9764020,2003-06-30,1,1,1,0,0
4227130,2003-06-30,0,0,1,0,0
4057261,2003-06-30,1,1,0,0,0
4005543,2003-06-30,0,1,0,1,0
5434451,2003-06-30,1,0,0,0,0
9074314,2003-06-30,1,0,0,0,0
1854014,2003-06-30,0,0,1,0,0
1807250,2003-06-30,1,1,0,0,0
7789918,2003-06-30,0,0,1,0,0
5994404,2003-06-30,1,1,1,0,0
91921,2003-06-30,0,0,0,0,0
2155706,2003-06-30,1,0,1,0,0
2383642,2003-06-30,1,1,0,0,0
8930156,2003-06-30,1,0,1,0,0
4089888,2003-06-30,1,0,0,0,0
902384,2003-06-30,1,0,0,0,0
5895472,2003-06-30,0,0,0,0,0
5091883,2003-06-30,0,0,0,0,0
8866034,2003-06-30,1,0,0,0,0
5282175,2003-06-30,0,0,1,0,0
679467,2003-06-30,0,0,1,0,0
7430769,2003-06-30,1,1,0,0,0
2175174,2003-06-30,0,0,0,0,0
5248066,2003-06-30,1,0,1,1,0
7735283,2003-06-30,0,0,0,0,0
2314177,2003-06-30,1,1,1,0,0
1812890,2003-06-30,1,0,0,0,0
4478197,2003-06-30,1,0,1,1,0
4912064,2003-06-30,1,0,0,0,0
74928,2003-06-30,1,0,0,0,0
5461174,2003-06-30,0,1,1,0,0
1992377,2003-06-30,1,1,1,0,0
5553343,2003-06-30,1,0,0,0,0
1071015,2003-06-30,0,0,0,0,0
1092647,2003-06-30,1,0,1,0,0
9170136,2003-06-30,1,1,0,0,0
140184,2003-06-30,1,0,1,0,0
8611197,2003-06-30,1,0,1,0,0
9339708,2003-06-30,1,1,0,0,0
8312424,2003-06-30,1,1,0,0,0
6398983,2003-06-30,1,1,1,0,0
3977334,2003-06-30,1,1,0,1,0
2328109,2003-06-30,1,0,1,0,0
2726825,2003-06-30,1,1,0,0,0
5544065,2003-06-30,1,1,1,1,0
5466041,2003-06-30,1,0,0,0,0
149840,2003-06-30,1,1,0,0,0
2051650,2003-06-30,0,0,1,0,0
6715448,2003-06-30,1,1,0,1,0
1053067,2003-06-30,1,0,1,0,0
3180980,2003-06-30,1,0,0,0,1
761932,2003-06-30,1,0,0,0,0
1712294,2003-06-30,1,1,1,1,0
6454472,2003-06-30,1,0,1,0,0
402957,2004-06-30,0,1,1,0,0
5077684,2004-06-30,1,0,1,1,0
4933282,2004-06-30,1,1,1,0,0
6344796,2004-06-30,1,1,0,0,0
5927164,2004-06-30,1,0,0,1,0
4462681,2004-06-30,1,1,0,0,0
8291158,2004-06-30,0,0,0,0,0
7294337,2004-06-30,1,0,1,1,0
9895001,2004-06-30,1,1,0,0,0
5550344,2004-06-30,1,1,1,0,0
8905878,2004-06-30,0,0,0,0,0
6408621,2004-06-30,1,0,1,1,0
3478534,2004-06-30,0,1,0,1,0
9853693,2004-06-30,1,0,1,0,0
1351322,2004-06-30,1,0,0,1,1
5391420,2004-06-30,1,1,0,1,0
2522009,2004-06-30,1,0,0,0,0
1963713,2004-06-30,0,0,0,0,0
3492398,2004-06-30,0,1,1,0,0
5008913,2004-06-30,0,0,1,1,0
2160779,2004-06-30,1,0,0,1,0
419818,2004-06-30,0,0,0,0,0
1661262,2004-06-30,0,0,1,0,0
3351421,2004-06-30,0,0,1,0,0
5950692,2004-06-30,1,1,0,0,0
5274496,2004-06-30,0,1,1,0,0
9456675,2004-06-30,0,1,1,1,0
9636102,2004-06-30,0,0,1,0,0
3472587,2004-06-30,0,0,1,1,0
5191238,2004-06-30,1,0,0,0,0
2313278,2004-06-30,1,0,1,0,0
2532688,2004-06-30,0,0,0,0,0
2138294,2004-06-30,0,0,1,0,0
9135045,2004-06-30,1,0,0,0,0
1367348,2004-06-30,0,1,1,0,0
7678374,2004-06-30,1,0,1,1,0
7509468,2004-06-30,0,1,0,1,0
709332,2004-06-30,0,1,1,0,0
4325013,2004-06-30,1,1,1,1,0
8328413,2004-06-30,1,1,1,0,0
9317878,2004-06-30,1,0,1,1,0
3106222,2004-06-30,1,0,1,0,0
7057515,2004-06-30,1,1,0,0,0
4576429,2004-06-30,1,0,1,0,0
661466,2004-06-30,0,0,0,0,0
8717447,2004-06-30,0,1,0,0,0
1619431,2004-06-30,0,1,1,0,0
8243337,2004-06-30,1,0,0,1,0
3849005,2004-06-30,1,1,0,1,0
3806100,2004-06-30,1,0,0,0,0
5063420,2004-06-30,0,1,1,0,0
8029625,2004-06-30,1,0,1,0,0
6632588,2004-06-30,0,1,1,0,0
5073391,2004-06-30,1,1,1,0,0
1246513,2004-06-30,1,0,1,1,0
2915759,2004-06-30,0,1,0,0,0
1599678,2004-06-30,1,1,0,0,0
5263379,2004-06-30,1,0,0,0,0
8326680,2004-06-30,0,0,1,0,0
8763628,2004-06-30,1,1,1,0,0
2992291,2004-06-30,1,1,0,0,0
3990522,2004-06-30,0,0,1,0,0
1148775,2004-06-30,0,1,0,0,0
3446216,2004-06-30,1,0,1,0,0
603299,2004-06-30,0,0,0,0,0
4692239,2004-06-30,0,1,0,0,0
4585169,2004-06-30,0,1,1,0,0
3805202,2004-06-30,0,0,1,0,0
1471356,2004-06-30,1,1,0,1,0
3651221,2004-06-30,1,1,0,0,0
8102126,2004-06-30,0,1,1,0,0
4859807,2004-06-30,0,0,1,0,0
7890645,2004-06-30,1,0,0,0,1
6382749,2004-06-30,1,0,1,0,0
825451,2004-06-30,0,0,1,0,0
121566,2004-06-30,1,0,0,0,0
1068035,2004-06-30,0,1,1,0,0
5003179,2004-06-30,1,1,1,0,0
1119183,2004-06-30,1,1,0,0,0
2705192,2004-06-30,1,0,0,0,0
4140208,2004-06-30,1,0,0,1,0
7285864,2004-06-30,1,0,0,0,0
6505982,2004-06-30,1,1,0,0,0
8790405,2004-06-30,0,0,0,0,0
572082,2004-06-30,0,0,0,0,0
9486058,2004-06-30,1,1,1,0,0
8508398,2004-06-30,1,1,1,1,0
7147327,2004-06-30,1,0,0,0,0
6066658,2004-06-30,1,1,1,1,0
2529731,2004-06-30,1,1,1,0,0
518903,2004-06-30,1,0,0,0,0
5596693,2004-06-30,0,0,1,0,0
3394109,2004-06-30,1,1,0,0,0
9968767,2004-06-30,1,0,0,1,0
3657904,2004-06-30,1,1,1,1,0
5616781,2004-06-30,1,1,1,0,0
6508556,2004-06-30,0,1,0,0,0
2377699,2004-06-30,1,0,0,0,0
1706796,2004-06-30,1,0,0,1,0
83717,2004-06-30,0,1,1,0,0
9014911,2004-06-30,1,0,1,0,0
4332004,2004-06-30,0,0,1,0,0
7422386,2004-06-30,1,1,1,0,0
4983057,2004-06-30,1,1,1,0,0
2335899,2004-06-30,0,1,0,1,0
3691110,2004-06-30,1,1,0,1,0
1032146,2004-06-30,1,1,0,0,0
6255938,2004-06-30,1,0,1,0,0
5151062,2004-06-30,1,0,1,0,0
6226337,2004-06-30,1,1,1,0,0
9796130,2004-06-30,1,1,1,1,0
5820658,2004-06-30,1,0,0,0,0
4485160,2004-06-30,1,0,0,0,0
3583490,2004-06-30,1,0,1,0,0
8151291,2004-06-30,1,0,1,0,0
8307324,2004-06-30,1,1,1,0,0
1045260,2004-06-30,1,0,1,0,1
890113,2004-06-30,1,0,1,0,0
7139105,2004-06-30,1,0,0,0,0
877075,2004-06-30,1,0,0,0,0
3919030,2004-06-30,1,0,1,0,1
5186463,2004-06-30,1,0,1,0,0
4067629,2004-06-30,0,1,1,1,0
5439556,2004-06-30,0,0,0,0,0
2976700,2004-06-30,0,1,0,0,0
513294,2004-06-30,0,0,1,0,0
7734103,2004-06-30,0,1,0,1,0
6451303,2004-06-30,0,0,0,0,0
2898283,2004-06-30,0,0,1,1,0
3174187,2004-06-30,0,1,0,0,0
6074944,2004-06-30,0,0,0,0,0
3393130,2004-06-30,1,0,0,0,0
2312035,2004-06-30,1,0,0,1,0
9790895,2004-06-30,1,0,0,0,0
9591861,2004-06-30,1,1,0,0,0
9793397,2004-06-30,1,1,1,0,0
3349282,2004-06-30,1,0,0,0,0
1271058,2004-06-30,1,0,0,0,0
9242240,2004-06-30,0,0,1,1,0
6550009,2004-06-30,1,0,1,0,0
1886503,2004-06-30,0,0,0,0,0
8931766,2004-06-30,0,1,1,0,0
1591634,2004-06-30,0,0,1,0,0
4950625,2004-06-30,0,1,0,0,0
5707190,2004-06-30,0,1,1,0,0
9101401,2004-06-30,1,0,1,0,1
6858618,2004-06-30,1,1,0,1,0
8984107,2004-06-30,1,1,0,0,0
8409277,2004-06-30,0,0,0,0,0
782404,2004-06-30,1,1,1,0,0
7721796,2004-06-30,1,0,1,0,0
9629683,2004-06-30,1,0,1,1,0
6258515,2004-06-30,1,1,1,0,0
3276379,2004-06-30,1,1,0,0,0
6119082,2004-06-30,1,1,0,0,0
4915602,2004-06-30,0,0,1,0,0
4907540,2004-06-30,0,0,1,1,0
341416,2004-06-30,1,0,0,1,0
7814273,2004-06-30,1,0,1,0,0
5985848,2004-06-30,1,0,1,0,0
2732407,2004-06-30,1,1,1,0,0
212797,2004-06-30,0,1,1,0,0
9502218,2004-06-30,1,0,0,0,0
4775828,2004-06-30,0,0,0,0,0
9477552,2004-06-30,1,0,1,0,0
6070605,2004-06-30,1,0,0,0,0
2479745,2004-06-30,1,1,1,0,0
4676724,2004-06-30,1,0,0,0,0
